"N","Time","avg(X)","avg(Y)","avg(Z)","avg(concentrations (0))","avg(concentrations (1))","avg(concentrations (2))","avg(concentrations (3))","avg(concentrations (Magnitude))","avg(fa_u (0))","avg(fa_u (1))","avg(fa_u (2))","avg(fa_u (Magnitude))","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(concentrations (0))","max(concentrations (1))","max(concentrations (2))","max(concentrations (3))","max(concentrations (Magnitude))","max(fa_u (0))","max(fa_u (1))","max(fa_u (2))","max(fa_u (Magnitude))","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(concentrations (0))","med(concentrations (1))","med(concentrations (2))","med(concentrations (3))","med(concentrations (Magnitude))","med(fa_u (0))","med(fa_u (1))","med(fa_u (2))","med(fa_u (Magnitude))","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(concentrations (0))","min(concentrations (1))","min(concentrations (2))","min(concentrations (3))","min(concentrations (Magnitude))","min(fa_u (0))","min(fa_u (1))","min(fa_u (2))","min(fa_u (Magnitude))","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(concentrations (0))","q1(concentrations (1))","q1(concentrations (2))","q1(concentrations (3))","q1(concentrations (Magnitude))","q1(fa_u (0))","q1(fa_u (1))","q1(fa_u (2))","q1(fa_u (Magnitude))","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(concentrations (0))","q3(concentrations (1))","q3(concentrations (2))","q3(concentrations (3))","q3(concentrations (Magnitude))","q3(fa_u (0))","q3(fa_u (1))","q3(fa_u (2))","q3(fa_u (Magnitude))","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(concentrations (0))","std(concentrations (1))","std(concentrations (2))","std(concentrations (3))","std(concentrations (Magnitude))","std(fa_u (0))","std(fa_u (1))","std(fa_u (2))","std(fa_u (Magnitude))","std(vtkOriginalPointIds)","vtkValidPointMask"
296,0,0.065978,-0.0068212,0,0,0.99986,0.032378,0.094272,1.0254,-2.463e-07,2.1772e-06,0,9.4272e-05,147.5,10.049,10.049,0,0,0.9999,0.03245,0.61597,1.1748,0.00059288,0.00059499,0,0.00061597,295,0.074663,0.019809,0,0,0.99986,0.032365,0.0024178,1.0004,-2.7894e-08,1.3145e-07,0,2.4178e-06,147,-9.9493,-9.9493,0,0,0.99983,0.032365,9.8448e-05,1.0004,-0.00057955,-0.000586,0,9.8448e-08,0,-3.9208,-4.0231,0,0,0.99984,0.032365,0.0012244,1.0004,-1.306e-06,-1.2981e-06,0,1.2244e-06,73,3.9994,3.9976,0,0,0.99988,0.032365,0.0028248,1.0004,1.2642e-06,1.4877e-06,0,2.8248e-06,221,5.1522,5.1643,0,0,1.924e-05,2.929e-05,0.21272,0.058048,0.00016436,0.00016477,0,0.00021272,85.592,1
296,1,0.065984,-0.0068182,0,0,0.99928,0.053477,0.36661,1.2254,4.0576e-06,2.282e-06,0,0.00036661,147.5,10.047,10.046,0,0,0.9993,0.054912,2.266,2.4771,0.0021843,0.0021888,0,0.002266,295,0.074663,0.019808,0,0,0.99928,0.053219,0.022691,1.0009,1.1866e-07,3.1913e-07,0,2.2691e-05,147,-9.9464,-9.9464,0,0,0.99926,0.053205,0.0018278,1.0007,-0.0021336,-0.0021651,0,1.8278e-06,0,-3.9208,-4.0231,0,0,0.99927,0.053212,0.013234,1.0008,-1.2211e-05,-1.2369e-05,0,1.3234e-05,73,3.9993,3.9976,0,0,0.99929,0.053221,0.025535,1.001,1.3009e-05,1.3728e-05,0,2.5535e-05,221,5.1518,5.1638,0,0,1.0629e-05,0.00059441,0.79308,0.51171,0.00061685,0.00061913,0,0.00079308,85.592,1
296,2,0.065983,-0.0068168,0,0,0.99913,0.06718,0.29788,1.1709,1.3586e-06,2.8578e-06,0,0.00029788,147.5,10.046,10.046,0,0,0.99916,0.07014,1.9816,2.2204,0.0018249,0.0018359,0,0.0019816,295,0.074662,0.019808,0,0,0.99914,0.066645,0.012643,1.0014,-2.602e-07,-2.6982e-07,0,1.2643e-05,147,-9.9456,-9.9456,0,0,0.99911,0.066622,0.00089364,1.0014,-0.0019816,-0.0018004,0,8.9365e-07,0,-3.9208,-4.0231,0,0,0.99912,0.066634,0.007438,1.0014,-7.2787e-06,-7.6444e-06,0,7.438e-06,73,3.9994,3.9976,0,0,0.99915,0.066648,0.014394,1.0015,6.593e-06,6.9125e-06,0,1.4394e-05,221,5.1517,5.1637,0,0,1.5613e-05,0.0012299,0.65642,0.38788,0.0005113,0.00050842,0,0.00065642,85.592,1
296,3,0.065987,-0.006816,0,0,0.99874,0.076232,0.43301,1.2896,4.3486e-06,2.2783e-06,0,0.00043301,147.5,10.044,10.043,0,0,0.99875,0.0814,2.9339,3.1003,0.0028337,0.002599,0,0.0029339,295,0.074664,0.019808,0,0,0.99874,0.075295,0.018924,1.0018,4.1748e-07,2.926e-08,0,1.8924e-05,147,-9.9437,-9.9436,0,0,0.99873,0.075262,0.0014733,1.0016,-0.0025376,-0.0028623,0,1.4733e-06,0,-3.9208,-4.0231,0,0,0.99874,0.07528,0.011276,1.0016,-9.9441e-06,-1.0386e-05,0,1.1276e-05,73,3.9993,3.9976,0,0,0.99875,0.0753,0.021546,1.0018,1.0979e-05,1.1438e-05,0,2.1546e-05,221,5.1513,5.1634,0,0,5.3028e-06,0.0021494,0.95132,0.65652,0.00073756,0.00074103,0,0.00095132,85.592,1
296,4,0.065988,-0.0068135,0,0,0.99845,0.082168,0.4815,1.3446,4.0252e-06,3.7064e-06,0,0.0004815,147.5,10.043,10.043,0,0,0.99848,0.089365,3.1052,3.263,0.0029921,0.0029999,0,0.0031052,295,0.074662,0.019807,0,0,0.99845,0.08086,0.0038528,1.0017,-1.8948e-07,3.1815e-07,0,3.8528e-06,147,-9.9421,-9.9421,0,0,0.99842,0.080824,0.00051157,1.0017,-0.0029139,-0.002967,0,5.1157e-07,0,-3.9208,-4.0231,0,0,0.99843,0.080844,0.0031035,1.0017,-2.7596e-06,-2.6266e-06,0,3.1035e-06,73,3.9994,3.9976,0,0,0.99846,0.080865,0.0052708,1.0017,2.1498e-06,2.8006e-06,0,5.2708e-06,221,5.1511,5.1632,0,0,1.7952e-05,0.0029969,1.0886,0.78134,0.00084135,0.00084242,0,0.0010886,85.592,1
296,5,0.06599,-0.0068112,0,0,0.99818,0.086194,0.5017,1.3652,3.9751e-06,4.3672e-06,0,0.0005017,147.5,10.041,10.041,0,0,0.9982,0.095787,3.2313,3.3833,0.0031047,0.0031203,0,0.0032313,295,0.074663,0.019809,0,0,0.99818,0.084448,0.002023,1.0018,7.7589e-08,-2.9936e-07,0,2.023e-06,147,-9.9408,-9.9408,0,0,0.99815,0.084405,0.00023914,1.0017,-0.0031415,-0.0030655,0,2.3914e-07,0,-3.9208,-4.0231,0,0,0.99817,0.084429,0.0016231,1.0017,-1.2931e-06,-1.4671e-06,0,1.6231e-06,73,3.9993,3.9976,0,0,0.99819,0.084454,0.0027657,1.0018,1.407e-06,1.238e-06,0,2.7657e-06,221,5.1509,5.163,0,0,1.1222e-05,0.0039974,1.1386,0.82832,0.00088243,0.00087761,0,0.0011386,85.592,1
296,6,0.065992,-0.0068115,0,0,0.9978,0.088934,0.61136,1.4634,4.6673e-06,2.9195e-06,0,0.00061136,147.5,10.039,10.039,0,0,0.99781,0.10092,4.1889,4.3073,0.0037345,0.0037493,0,0.0041889,295,0.074663,0.019807,0,0,0.9978,0.086749,0.012949,1.0016,1.5787e-09,5.0172e-07,0,1.2949e-05,147,-9.9389,-9.9389,0,0,0.99778,0.086711,0.00098463,1.0016,-0.0036405,-0.0040467,0,9.8463e-07,0,-3.9208,-4.0231,0,0,0.99779,0.086731,0.0071933,1.0016,-6.2409e-06,-7.0872e-06,0,7.1933e-06,73,3.9993,3.9976,0,0,0.9978,0.086755,0.014836,1.0017,7.3137e-06,8.1241e-06,0,1.4836e-05,221,5.1506,5.1626,0,0,9.8475e-06,0.0049944,1.3691,1.0524,0.0010539,0.0010672,0,0.0013691,85.592,1
296,7,0.065993,-0.0068087,0,0,0.99747,0.090833,0.6583,1.5134,4.3625e-06,4.5547e-06,0,0.0006583,147.5,10.038,10.038,0,0,0.9975,0.10507,4.2222,4.3397,0.0040666,0.0040784,0,0.0042222,295,0.074663,0.019808,0,0,0.99747,0.088234,0.0054499,1.0014,-2.6305e-07,-9.3761e-08,0,5.4499e-06,147,-9.9372,-9.9372,0,0,0.99744,0.088196,0.00052185,1.0013,-0.004153,-0.0040459,0,5.2185e-07,0,-3.9208,-4.0231,0,0,0.99745,0.088216,0.0032511,1.0014,-2.9814e-06,-3.6441e-06,0,3.2511e-06,73,3.9993,3.9976,0,0,0.99748,0.08824,0.0065583,1.0014,1.9324e-06,3.4473e-06,0,6.5583e-06,221,5.1503,5.1624,0,0,1.6829e-05,0.0059375,1.4892,1.1666,0.001154,0.0011493,0,0.0014892,85.592,1
296,8,0.065996,-0.0068076,0,0,0.99714,0.092221,0.69616,1.5481,6.1997e-06,4.5577e-06,0,0.00069616,147.5,10.036,10.036,0,0,0.99717,0.1088,4.4635,4.5748,0.0043116,0.0042923,0,0.0044635,295,0.074664,0.019808,0,0,0.99714,0.08919,0.0082925,1.0012,4.6717e-07,8.811e-08,0,8.2925e-06,147,-9.9356,-9.9356,0,0,0.99712,0.089152,0.0007903,1.0011,-0.0042472,-0.0042745,0,7.903e-07,0,-3.9208,-4.0231,0,0,0.99713,0.089172,0.0052401,1.0011,-3.7266e-06,-4.9737e-06,0,5.2401e-06,73,3.9993,3.9976,0,0,0.99715,0.089195,0.009689,1.0012,4.833e-06,5.3323e-06,0,9.689e-06,221,5.1501,5.1621,0,0,1.362e-05,0.0069214,1.5698,1.2458,0.0012156,0.0012136,0,0.0015698,85.592,1
296,9,0.065997,-0.0068068,0,0,0.99676,0.093252,0.76721,1.6195,5.0982e-06,4.2058e-06,0,0.00076721,147.5,10.034,10.034,0,0,0.99678,0.11214,4.9363,5.0371,0.0047419,0.0047527,0,0.0049362,295,0.074662,0.019806,0,0,0.99676,0.089795,0.0049722,1.0008,-4.5701e-07,3.0016e-07,0,4.9722e-06,147,-9.9337,-9.9336,0,0,0.99674,0.089767,0.00035659,1.0008,-0.0046447,-0.0047688,0,3.5659e-07,0,-3.9208,-4.0231,0,0,0.99674,0.089782,0.0027755,1.0008,-2.8741e-06,-2.8161e-06,0,2.7755e-06,73,3.9993,3.9976,0,0,0.99677,0.089799,0.0059361,1.0008,2.3042e-06,2.7119e-06,0,5.9361e-06,221,5.1498,5.1618,0,0,1.164e-05,0.0078868,1.7382,1.4092,0.0013402,0.0013475,0,0.0017382,85.592,1
