"N","Time","avg(X)","avg(Y)","avg(Z)","avg(concentrations (0))","avg(concentrations (1))","avg(concentrations (2))","avg(concentrations (3))","avg(concentrations (Magnitude))","avg(fa_u (0))","avg(fa_u (1))","avg(fa_u (2))","avg(fa_u (Magnitude))","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(concentrations (0))","max(concentrations (1))","max(concentrations (2))","max(concentrations (3))","max(concentrations (Magnitude))","max(fa_u (0))","max(fa_u (1))","max(fa_u (2))","max(fa_u (Magnitude))","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(concentrations (0))","med(concentrations (1))","med(concentrations (2))","med(concentrations (3))","med(concentrations (Magnitude))","med(fa_u (0))","med(fa_u (1))","med(fa_u (2))","med(fa_u (Magnitude))","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(concentrations (0))","min(concentrations (1))","min(concentrations (2))","min(concentrations (3))","min(concentrations (Magnitude))","min(fa_u (0))","min(fa_u (1))","min(fa_u (2))","min(fa_u (Magnitude))","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(concentrations (0))","q1(concentrations (1))","q1(concentrations (2))","q1(concentrations (3))","q1(concentrations (Magnitude))","q1(fa_u (0))","q1(fa_u (1))","q1(fa_u (2))","q1(fa_u (Magnitude))","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(concentrations (0))","q3(concentrations (1))","q3(concentrations (2))","q3(concentrations (3))","q3(concentrations (Magnitude))","q3(fa_u (0))","q3(fa_u (1))","q3(fa_u (2))","q3(fa_u (Magnitude))","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(concentrations (0))","std(concentrations (1))","std(concentrations (2))","std(concentrations (3))","std(concentrations (Magnitude))","std(fa_u (0))","std(fa_u (1))","std(fa_u (2))","std(fa_u (Magnitude))","std(vtkOriginalPointIds)","vtkValidPointMask"
296,0,0.065965,-0.0068611,0,0,1,0.033123,0.14844,1.0687,-6.646e-06,-2.0442e-05,0,0.00014844,147.5,10.05,10.05,0,0,1.0023,0.035081,7.4992,7.566,0.0059458,0.00089152,0,0.0074992,295,0.074662,0.019804,0,0,1,0.033093,0.007347,1.0006,0,0,0,7.347e-06,147,-9.9645,-9.9496,0,0,0.99965,0.033089,0,1.0003,-0.0074992,-0.0044895,0,0,0,-3.9209,-4.0234,0,0,0.99991,0.033089,0.0010363,1.0005,-2.4256e-06,-6.0338e-06,0,1.0363e-06,73,3.9994,3.9976,0,0,1,0.033101,0.060679,1.0025,2.7526e-06,3.5384e-06,0,6.0679e-05,221,5.1525,5.1644,0,0,0.00034508,0.00016789,0.64269,0.54188,0.00058848,0.0002973,0,0.00064269,85.592,1
296,1,0.066034,-0.006871,0,0,0.99967,0.054499,0.39576,1.1552,5.4637e-05,-1.0597e-05,0,0.00039576,147.5,10.048,10.048,0,0,1.0022,0.0596,3.9271,4.0531,0.0036204,0.0015215,0,0.0039271,295,0.074662,0.019791,0,0,0.9997,0.054303,0.19061,1.0192,1.6117e-06,-1.1198e-05,0,0.00019061,147,-9.9598,-9.9479,0,0,0.998,0.05413,0.0008922,1.0014,-0.0019676,-0.0012748,0,8.922e-07,0,-3.9206,-4.0235,0,0,0.9993,0.054154,0.060317,1.0031,-7.0928e-05,-0.00015334,0,6.0317e-05,73,3.9992,3.9973,0,0,0.99998,0.054458,0.42449,1.0872,9.9222e-05,0.00011551,0,0.00042449,221,5.1521,5.1639,0,0,0.00043857,0.00063541,0.55448,0.36227,0.00053878,0.00041378,0,0.00055448,85.592,1
296,2,0.066064,-0.0068646,0,0,0.99946,0.068323,0.32719,1.1373,3.9715e-05,-3.6117e-06,0,0.00032719,147.5,10.047,10.047,0,0,1.0001,0.076142,2.4618,2.6578,0.0018845,0.0014583,0,0.0024618,295,0.074658,0.019805,0,0,0.99959,0.067915,0.11141,1.0078,1.9801e-05,6.8772e-07,0,0.00011141,147,-9.9591,-9.9469,0,0,0.99862,0.067515,0.0011615,1.0022,-0.0022972,-0.0014083,0,1.1615e-06,0,-3.9206,-4.0233,0,0,0.99905,0.067644,0.07038,1.0046,-2.8929e-05,-6.8746e-05,0,7.038e-05,73,3.9992,3.9975,0,0,0.99988,0.06813,0.15992,1.0145,0.00010356,6.8293e-05,0,0.00015992,221,5.152,5.1638,0,0,0.00045673,0.0012106,0.52747,0.30789,0.00044957,0.00042653,0,0.00052747,85.592,1
296,3,0.066081,-0.0068693,0,0,0.9992,0.077239,0.49398,1.2317,4.4694e-05,-3.558e-06,0,0.00049398,147.5,10.045,10.046,0,0,1,0.084557,3.4765,3.6182,0.0028375,0.0022347,0,0.0034765,295,0.074669,0.019795,0,0,0.99928,0.076625,0.24345,1.0313,1.3791e-05,-1.4594e-05,0,0.00024345,147,-9.9563,-9.9455,0,0,0.99823,0.076039,0.0035337,1.0028,-0.0026631,-0.0018964,0,3.5337e-06,0,-3.9205,-4.0232,0,0,0.99871,0.076236,0.075767,1.0055,-8.8354e-05,-0.00015893,0,7.5767e-05,73,3.999,3.9972,0,0,0.99968,0.076838,0.3086,1.0481,0.00013154,0.00014244,0,0.0003086,221,5.1517,5.1635,0,0,0.00054203,0.0017383,0.70363,0.47474,0.00063317,0.00058053,0,0.00070363,85.592,1
296,4,0.066016,-0.0068595,0,0,0.99888,0.083099,0.51032,1.2762,-3.2592e-05,5.2596e-06,0,0.00051032,147.5,10.044,10.044,0,0,0.99989,0.091626,4.6324,4.7393,0.0022646,0.0022075,0,0.0046324,295,0.074662,0.019809,0,0,0.99898,0.082137,0.15476,1.0143,9.6582e-06,-1.2573e-06,0,0.00015476,147,-9.9565,-9.9443,0,0,0.99702,0.08147,0.0099639,1.0029,-0.0042729,-0.0022049,0,9.9639e-06,0,-3.9205,-4.0233,0,0,0.9982,0.08174,0.065033,1.005,-4.7568e-05,-9.8485e-05,0,6.5033e-05,73,3.9991,3.9973,0,0,0.99954,0.08239,0.22757,1.0277,8.8498e-05,9.47e-05,0,0.00022757,221,5.1514,5.1633,0,0,0.00069175,0.0024669,0.86639,0.62111,0.00075227,0.00066705,0,0.0008664,85.592,1
296,5,0.06608,-0.0068609,0,0,0.99862,0.087031,0.59784,1.3191,3.249e-05,3.0143e-06,0,0.00059784,147.5,10.042,10.043,0,0,0.99972,0.096599,3.165,3.3199,0.0029673,0.0026419,0,0.003165,295,0.07466,0.019811,0,0,0.99872,0.085835,0.23794,1.03,1.4244e-05,-4.6314e-06,0,0.00023794,147,-9.9541,-9.9428,0,0,0.99742,0.084932,0.003559,1.0025,-0.002834,-0.002599,0,3.559e-06,0,-3.9204,-4.0231,0,0,0.99785,0.08527,0.13055,1.0113,-0.0001009,-0.00013652,0,0.00013055,73,3.999,3.9972,0,0,0.99929,0.086032,0.28776,1.042,0.00015997,0.00014914,0,0.00028776,221,5.1511,5.163,0,0,0.00072971,0.0032285,0.90901,0.66877,0.00077316,0.00076556,0,0.00090901,85.592,1
296,6,0.06603,-0.0068589,0,0,0.99832,0.089668,0.64773,1.3738,-1.7306e-05,3.5481e-06,0,0.00064773,147.5,10.041,10.041,0,0,0.99968,0.10017,3.0959,3.2541,0.0030038,0.0029901,0,0.0030959,295,0.074693,0.019815,0,0,0.99842,0.088087,0.24452,1.0311,2.0765e-05,2.5358e-06,0,0.00024452,147,-9.953,-9.9413,0,0,0.99709,0.08716,0.0072631,1.0029,-0.0030784,-0.0029661,0,7.2631e-06,0,-3.9203,-4.0231,0,0,0.99746,0.087492,0.091202,1.0071,-0.0001485,-0.00014565,0,9.1202e-05,73,3.9989,3.9971,0,0,0.99907,0.088338,0.31472,1.05,0.00011178,0.00014645,0,0.00031472,221,5.1508,5.1627,0,0,0.00079596,0.0040675,1.0422,0.78834,0.00087239,0.00086361,0,0.0010422,85.592,1
296,7,0.066064,-0.006856,0,0,0.99801,0.091535,0.70048,1.4226,1.1385e-05,5.1156e-06,0,0.00070048,147.5,10.04,10.04,0,0,0.99942,0.10372,3.73,3.8624,0.0033218,0.0033083,0,0.00373,295,0.074658,0.019812,0,0,0.99813,0.089607,0.23212,1.0285,-9.3328e-06,2.1667e-06,0,0.00023212,147,-9.9516,-9.9398,0,0,0.9967,0.088564,0.007073,1.0027,-0.0034289,-0.0032973,0,7.073e-06,0,-3.9203,-4.023,0,0,0.99709,0.089001,0.13037,1.0113,-7.4183e-05,-0.00012375,0,0.00013037,73,3.9989,3.9971,0,0,0.99883,0.089844,0.28292,1.0409,0.00015697,0.00013228,0,0.00028292,221,5.1505,5.1624,0,0,0.00086638,0.0049042,1.165,0.90928,0.00096786,0.00095538,0,0.001165,85.592,1
296,8,0.066058,-0.0068559,0,0,0.99768,0.092876,0.78159,1.4822,6.327e-06,3.7763e-06,0,0.00078159,147.5,10.038,10.038,0,0,0.9992,0.10678,3.8139,3.9434,0.0037853,0.0036974,0,0.0038139,295,0.074675,0.019816,0,0,0.9978,0.09058,0.26696,1.0369,6.4646e-06,5.6058e-07,0,0.00026695,147,-9.9497,-9.9382,0,0,0.99632,0.08948,0.0086531,1.0018,-0.0038138,-0.0036513,0,8.6531e-06,0,-3.9202,-4.0229,0,0,0.9967,0.089902,0.15441,1.0142,-0.00014779,-0.00015288,0,0.00015441,73,3.9988,3.997,0,0,0.99855,0.090846,0.32482,1.0528,0.00014813,0.00016416,0,0.00032482,221,5.1502,5.1621,0,0,0.00092586,0.0057581,1.2831,1.0307,0.001065,0.0010606,0,0.0012831,85.592,1
296,9,0.066053,-0.0068529,0,0,0.99735,0.093881,0.82265,1.5258,-1.3961e-06,5.2055e-06,0,0.00082265,147.5,10.036,10.037,0,0,0.99906,0.10955,4.1929,4.311,0.0039712,0.004014,0,0.0041929,295,0.074701,0.019816,0,0,0.99748,0.09126,0.27095,1.0376,3.7814e-05,4.7179e-06,0,0.00027095,147,-9.9482,-9.9365,0,0,0.9959,0.090049,0.01188,1.003,-0.004005,-0.0039739,0,1.188e-05,0,-3.9202,-4.0229,0,0,0.99636,0.090546,0.12563,1.0101,-0.00015957,-0.00015537,0,0.00012563,73,3.9987,3.9969,0,0,0.99828,0.091511,0.32609,1.0526,0.00012901,0.00015187,0,0.00032609,221,5.1499,5.1618,0,0,0.00097553,0.0065938,1.3897,1.132,0.0011401,0.0011448,0,0.0013897,85.592,1
