"N","Time","avg(X)","avg(Y)","avg(Z)","avg(concentrations (0))","avg(concentrations (1))","avg(concentrations (2))","avg(concentrations (3))","avg(concentrations (Magnitude))","avg(fa_u (0))","avg(fa_u (1))","avg(fa_u (2))","avg(fa_u (Magnitude))","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(concentrations (0))","max(concentrations (1))","max(concentrations (2))","max(concentrations (3))","max(concentrations (Magnitude))","max(fa_u (0))","max(fa_u (1))","max(fa_u (2))","max(fa_u (Magnitude))","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(concentrations (0))","med(concentrations (1))","med(concentrations (2))","med(concentrations (3))","med(concentrations (Magnitude))","med(fa_u (0))","med(fa_u (1))","med(fa_u (2))","med(fa_u (Magnitude))","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(concentrations (0))","min(concentrations (1))","min(concentrations (2))","min(concentrations (3))","min(concentrations (Magnitude))","min(fa_u (0))","min(fa_u (1))","min(fa_u (2))","min(fa_u (Magnitude))","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(concentrations (0))","q1(concentrations (1))","q1(concentrations (2))","q1(concentrations (3))","q1(concentrations (Magnitude))","q1(fa_u (0))","q1(fa_u (1))","q1(fa_u (2))","q1(fa_u (Magnitude))","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(concentrations (0))","q3(concentrations (1))","q3(concentrations (2))","q3(concentrations (3))","q3(concentrations (Magnitude))","q3(fa_u (0))","q3(fa_u (1))","q3(fa_u (2))","q3(fa_u (Magnitude))","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(concentrations (0))","std(concentrations (1))","std(concentrations (2))","std(concentrations (3))","std(concentrations (Magnitude))","std(fa_u (0))","std(fa_u (1))","std(fa_u (2))","std(fa_u (Magnitude))","std(vtkOriginalPointIds)","vtkValidPointMask"
296,0,0.065983,-0.0068282,0,0,0.99988,0.032387,0.09617,1.0259,2.728e-06,-1.553e-06,0,9.617e-05,147.5,10.049,10.049,0,0,0.99994,0.032621,0.66784,1.2028,0.00058844,0.00065131,0,0.00066784,295,0.074664,0.019808,0,0,0.99988,0.032373,0.0033229,1.0004,6.8713e-07,-6.0197e-07,0,3.3229e-06,147,-9.9493,-9.9492,0,0,0.99982,0.032372,0.00026403,1.0004,-0.00058251,-0.00059469,0,2.6403e-07,0,-3.9208,-4.0231,0,0,0.99984,0.032372,0.0013739,1.0004,-1.5055e-06,-1.4684e-06,0,1.3739e-06,73,3.9994,3.9976,0,0,0.99991,0.032373,0.0049931,1.0005,3.0366e-06,4.7599e-08,0,4.9931e-06,221,5.1522,5.1643,0,0,3.4959e-05,3.6357e-05,0.21494,0.059588,0.0001647,0.00016835,0,0.00021494,85.592,1
296,1,0.065982,-0.0068223,0,0,0.9993,0.053491,0.37558,1.2208,8.7907e-07,3.3643e-06,0,0.00037558,147.5,10.046,10.046,0,0,0.99935,0.054908,2.5965,2.7827,0.002147,0.0025087,0,0.0025965,295,0.074664,0.019807,0,0,0.9993,0.053242,0.044052,1.0017,-8.1603e-07,1.4286e-06,0,4.4052e-05,147,-9.9464,-9.9464,0,0,0.99926,0.053215,0.0031917,1.0008,-0.002092,-0.0021281,0,3.1917e-06,0,-3.9208,-4.0231,0,0,0.99928,0.053228,0.025824,1.0011,-2.4564e-05,-2.454e-05,0,2.5824e-05,73,3.9993,3.9976,0,0,0.99932,0.053246,0.050005,1.002,2.3759e-05,2.7284e-05,0,5.0004e-05,221,5.1518,5.1638,0,0,2.3781e-05,0.00058341,0.77452,0.50089,0.00060425,0.00061343,0,0.00077452,85.592,1
296,2,0.065987,-0.0068232,0,0,0.99914,0.067205,0.31273,1.178,3.7938e-06,1.4399e-06,0,0.00031273,147.5,10.046,10.046,0,0,0.99919,0.070287,2.0456,2.2776,0.002028,0.0018924,0,0.0020456,295,0.074665,0.019807,0,0,0.99914,0.066675,0.022463,1.0016,8.1766e-07,-1.0301e-06,0,2.2463e-05,147,-9.9456,-9.9455,0,0,0.99909,0.066633,0.001219,1.0014,-0.0018206,-0.0018356,0,1.219e-06,0,-3.9208,-4.0231,0,0,0.99911,0.066655,0.013235,1.0015,-1.138e-05,-1.4257e-05,0,1.3235e-05,73,3.9994,3.9976,0,0,0.99917,0.066681,0.025708,1.0017,1.3299e-05,1.2913e-05,0,2.5708e-05,221,5.1517,5.1637,0,0,2.9028e-05,0.001228,0.67087,0.40253,0.00052486,0.0005222,0,0.00067087,85.592,1
296,3,0.065986,-0.00682,0,0,0.99877,0.076256,0.43834,1.2845,2.7069e-06,3.2778e-06,0,0.00043834,147.5,10.044,10.044,0,0,0.99879,0.081339,2.8992,3.0675,0.002574,0.002801,0,0.0028992,295,0.074663,0.019807,0,0,0.99876,0.075333,0.034603,1.0022,-5.6094e-07,9.5159e-07,0,3.4603e-05,147,-9.9437,-9.9437,0,0,0.99874,0.075271,0.0022496,1.0016,-0.002514,-0.0025388,0,2.2496e-06,0,-3.9208,-4.0231,0,0,0.99875,0.075304,0.021708,1.0018,-2.042e-05,-1.9822e-05,0,2.1708e-05,73,3.9993,3.9976,0,0,0.99878,0.075341,0.039423,1.0024,1.8296e-05,2.1883e-05,0,3.9424e-05,221,5.1513,5.1634,0,0,1.3248e-05,0.0021313,0.9328,0.6436,0.00072776,0.00073024,0,0.0009328,85.592,1
296,4,0.06599,-0.0068194,0,0,0.99847,0.082198,0.48187,1.3424,4.0595e-06,2.8222e-06,0,0.00048187,147.5,10.042,10.042,0,0,0.99852,0.089365,3.0896,3.2482,0.0029658,0.0030083,0,0.0030896,295,0.074665,0.019807,0,0,0.99847,0.080896,0.0073988,1.0018,7.9493e-07,-5.1398e-08,0,7.3988e-06,147,-9.9422,-9.9421,0,0,0.99842,0.080832,0.00033056,1.0017,-0.0029073,-0.0029344,0,3.3056e-07,0,-3.9208,-4.0231,0,0,0.99843,0.080868,0.0057752,1.0018,-4.0134e-06,-6.0007e-06,0,5.7752e-06,73,3.9993,3.9976,0,0,0.9985,0.080905,0.0099677,1.0018,5.4702e-06,5.123e-06,0,9.9678e-06,221,5.1511,5.1632,0,0,3.2286e-05,0.002994,1.0817,0.77597,0.00083636,0.00083876,0,0.0010817,85.592,1
296,5,0.065992,-0.0068162,0,0,0.99819,0.08622,0.51195,1.3713,5.1766e-06,5.3753e-06,0,0.00051195,147.5,10.041,10.041,0,0,0.99823,0.095851,3.3891,3.5343,0.0033595,0.0032735,0,0.0033891,295,0.074664,0.019807,0,0,0.99819,0.084487,0.0068346,1.0018,-5.5284e-07,-1.6927e-07,0,6.8346e-06,147,-9.9408,-9.9407,0,0,0.99812,0.084413,0.0006523,1.0017,-0.0030923,-0.0031154,0,6.523e-07,0,-3.9208,-4.0231,0,0,0.99816,0.084454,0.005313,1.0018,-4.9498e-06,-4.5323e-06,0,5.313e-06,73,3.9993,3.9976,0,0,0.99821,0.084497,0.0095662,1.0018,4.2623e-06,4.9874e-06,0,9.5662e-06,221,5.1509,5.163,0,0,2.4303e-05,0.0039803,1.1517,0.84236,0.00089264,0.00089019,0,0.0011517,85.592,1
296,6,0.065991,-0.0068166,0,0,0.99782,0.08895,0.60804,1.4559,2.3287e-06,2.862e-06,0,0.00060804,147.5,10.039,10.039,0,0,0.99786,0.10079,4.2632,4.3796,0.0037356,0.0037384,0,0.0042632,295,0.074664,0.019807,0,0,0.99782,0.08678,0.019863,1.0018,-4.3845e-07,1.1469e-06,0,1.9863e-05,147,-9.9389,-9.9389,0,0,0.99777,0.086717,0.0014381,1.0016,-0.0036407,-0.0036919,0,1.4381e-06,0,-3.9208,-4.0231,0,0,0.9978,0.086751,0.010447,1.0017,-1.0395e-05,-1.1316e-05,0,1.0447e-05,73,3.9993,3.9976,0,0,0.99784,0.086789,0.02286,1.0018,1.0934e-05,1.1202e-05,0,2.286e-05,221,5.1506,5.1627,0,0,2.2162e-05,0.0049709,1.3498,1.0359,0.0010478,0.0010464,0,0.0013498,85.592,1
296,7,0.065996,-0.006813,0,0,0.99749,0.090855,0.65405,1.5088,6.0872e-06,5.804e-06,0,0.00065405,147.5,10.037,10.037,0,0,0.99754,0.10509,4.5666,4.6754,0.0040459,0.004528,0,0.0045666,295,0.074666,0.019808,0,0,0.99749,0.088264,0.0058511,1.0014,1.5541e-06,1.5487e-07,0,5.8511e-06,147,-9.9373,-9.9373,0,0,0.99744,0.088201,0.00019557,1.0014,-0.0039723,-0.0039988,0,1.9557e-07,0,-3.9208,-4.0231,0,0,0.99746,0.088236,0.0033916,1.0014,-3.1396e-06,-2.7989e-06,0,3.3916e-06,73,3.9993,3.9976,0,0,0.99752,0.088272,0.0082301,1.0014,4.7126e-06,3.9065e-06,0,8.2301e-06,221,5.1503,5.1624,0,0,3.0031e-05,0.0059302,1.4789,1.157,0.0011374,0.0011501,0,0.0014789,85.592,1
296,8,0.065997,-0.0068137,0,0,0.99715,0.092233,0.71107,1.5572,6.2057e-06,2.7157e-06,0,0.00071107,147.5,10.036,10.036,0,0,0.9972,0.10882,4.8972,4.9988,0.0047288,0.0044497,0,0.0048972,295,0.074662,0.019809,0,0,0.99715,0.089217,0.015747,1.0012,-2.3904e-06,-2.7382e-07,0,1.5747e-05,147,-9.9356,-9.9355,0,0,0.99708,0.089157,0.0012198,1.0011,-0.0041893,-0.0043864,0,1.2198e-06,0,-3.9208,-4.0231,0,0,0.99712,0.08919,0.01069,1.0012,-1.1479e-05,-9.401e-06,0,1.069e-05,73,3.9993,3.9976,0,0,0.99717,0.089226,0.019333,1.0013,9.5721e-06,8.7304e-06,0,1.9333e-05,221,5.1501,5.1621,0,0,2.911e-05,0.0068979,1.5891,1.2672,0.001233,0.0012297,0,0.0015891,85.592,1
296,9,0.065996,-0.0068087,0,0,0.99678,0.09326,0.76411,1.6156,3.3778e-06,7.386e-06,0,0.00076411,147.5,10.033,10.034,0,0,0.99683,0.11202,5.2349,5.3301,0.0047709,0.0047553,0,0.0052349,295,0.074666,0.019805,0,0,0.99678,0.089819,0.0058875,1.0008,7.7001e-07,1.6752e-06,0,5.8875e-06,147,-9.9337,-9.9336,0,0,0.99673,0.089772,0.00010402,1.0008,-0.0052349,-0.0046895,0,1.0402e-07,0,-3.9208,-4.0231,0,0,0.99676,0.089798,0.0029943,1.0008,-2.2936e-06,-2.4962e-06,0,2.9943e-06,73,3.9993,3.9976,0,0,0.9968,0.089825,0.0085138,1.0009,2.9449e-06,4.5654e-06,0,8.5138e-06,221,5.1498,5.1618,0,0,2.6972e-05,0.0078583,1.7295,1.4013,0.0013441,0.0013305,0,0.0017295,85.592,1
